OBJECTID,HELCOM_ID,Country,Year,Spill_ID,Latitude,Longitude,Length__km,Width__km_,Area__km2_,Spill_cat,EstimVol_m3,Vol_Category,Polluter,Date,Time_UTC,x,y,Wind_speed,Wind_direc,FlightType,Remarks,Type_Substance
1066,4497,Finland,2015,FI-10,60.3,21.816667,1.36,0.2,0.025,Oil,0.77,2.0,Unknown,1427932800000,-2209112160000,2428620.2613000013,8466834.603500001,,,N,,
1067,4496,Finland,2015,FI-13,60.783333,19.85,69.68,15.25,1.179,Oil,0.35,2.0,Unknown,1432598400000,-2209114860000,2209691.8922999986,8576242.052599996,,,N,,
1068,4495,Finland,2015,FI-59,60.466667,22.016667,2.68,0.976,0.242,Oil,0.07,1.0,Unknown,1447286400000,-2209127520000,2450884.159400001,8504377.155100003,,,N,,
1069,4494,Finland,2015,FI-38,60.416667,20.0,0.268,0.081,0.011,Oil,0.04,1.0,Unknown,1436918400000,-2209109100000,2226389.8158,8493094.224600002,,,N,,
1070,4493,Finland,2015,FI-24,60.183333,21.55,0.114,0.111,0.004,Oil,0.02,1.0,Unknown,1434844800000,-2209124160000,2398935.0265999995,8440668.5594,,,N,,
1071,4492,Finland,2015,FI-8,60.416667,22.183333,1.95,0.376,0.053,Oil,0.02,1.0,Unknown,1426636800000,-2209131000000,2469437.3337000012,8493094.224699996,,,N,,
1072,4491,Finland,2015,FI-3,60.28333,21.866667,0.553,0.105,0.029,Oil,0.008,1.0,Ship,1422057600000,-2209121160000,2434186.2357,8463090.148199998,,,N,,
1073,4490,Finland,2015,FI-33,59.95,22.383333,0.226,0.048,0.004,Oil,0.0049,1.0,Unknown,1436486400000,-2209116060000,2491701.231800001,8388614.3438,,,N,,
1074,4489,Finland,2015,FI-9,60.183333,25.016667,0.519,0.34,0.015,Oil,0.0046,1.0,Unknown,1426636800000,-2209110240000,2784842.6317999996,8440668.559299998,,,N,,
1075,4488,Finland,2015,FI-62,60.45,22.033333,0.384,0.06,0.004,Oil,0.0013,1.0,Unknown,1449964800000,-2209114740000,2452739.410100002,8500614.173600003,,,N,,
1079,4484,Finland,2015,FI-56,60.516667,21.083333,0.03,0.02,0.0,Oil,0.001,1.0,Unknown,1445472000000,-2209124700000,2346985.8938000016,8515677.478299998,,,N,,
1080,4483,Finland,2015,FI-51,60.183333,22.2,0.16,0.034,0.004,Oil,0.001,1.0,Unknown,1441497600000,-2209126860000,2471292.6955000013,8440668.559199996,,,N,,
1081,4482,Finland,2015,FI-35,60.25,25.916667,0.05,0.02,0.001,Oil,0.001,1.0,Unknown,1436572800000,-2209100400000,2885030.1735000014,8455609.203500003,,,N,,
1082,4481,Finland,2015,FI-31,59.816667,23.25,0.064,0.009,0.0,Oil,0.0006,1.0,Unknown,1436227200000,-2209112700000,2588178.1609000005,8359033.439300001,,,N,,
1083,4480,Finland,2015,FI-4,60.2,25.183333,0.273,0.073,0.002,Oil,0.0006,1.0,Unknown,1422057600000,-2209118040000,2803395.8062000014,8444400.929799996,,,N,,
1084,4479,Finland,2015,FI-23,59.916667,22.4,0.113,0.076,0.002,Oil,0.0005,1.0,Unknown,1434758400000,-2209118580000,2493556.593699999,8381208.038900003,,,N,,
1086,4477,Estonia,2015,EE-02,59.6783,24.335,11.3,4.7,30.273,Oil,8.155,3.0,Unknown,1421625600000,-2209127760000,2708959.8084000014,8328460.582199998,,,N,SAT detection verified as OIL Area in both FIN and EST EEZ,
1087,4476,Estonia,2015,EE-06,59.3483,22.5367,2.8,0.4,0.899,Oil,0.037,1.0,Unknown,1428278400000,-2209093860000,2508773.968199998,8256051.752099998,,,N,SAT detection verified as OIL,
1088,4475,Estonia,2015,FI/EE-2,59.216667,22.15,4.05,1.02,0.434,Oil,0.03,1.0,Unknown,1446508800000,-2209134120000,2465726.721000001,8227365.0361,,,,Detected by Finnish crew,
1089,4474,Estonia,2015,EE-05,59.7967,25.145,1.0,0.6,0.42,Oil,0.017,1.0,Unknown,1426809600000,-2209114320000,2799128.596000001,8354613.809500001,,,N,,
1090,4473,Estonia,2015,EE-13,59.2658,22.0732,10.6,2.88,0.363,Oil,0.01,1.0,Unknown,1428710400000,-2209120680000,2457177.3841999993,8238059.5977,5,180.0,N,Detected by Finnish crew OH-MVN,
1091,4472,Estonia,2015,EE-10,59.58,25.65,0.1,0.1,0.01,Oil,0.006,1.0,Unknown,1443916800000,-2209121100000,2855344.9387999997,8306817.335000001,,,N,,
